bond_proceeds,business_name,compensation_from_other_srcs,contrct_rcvd_greater_than_100k,ein,exclusion_amount,executive_compensation,formation_year,fundraising_expenses,group_return_for_affiliates,indiv_rcvd_greater_than_100k,investment_income,management_and_general_expenses,net_assets_boy,net_assets_eoy,net_fundraising,net_inventory_sales,operating_margin,other_compensations,other_revenue,other_salaries_and_wages,professional_fundraising_fees,program_efficiency,program_service_revenue,program_services_expenses,related_or_exempt_func_income,rental_property_income,royalties,sales_of_assets,tax_period_begin,tax_period_end,tot_reportable_comp_rltd_org,total_assets_boy,total_assets_eoy,total_comp_greater_than_150k,total_contributions,total_employees,total_expenses,total_gross_ubi,total_liabilities_boy,total_liabilities_eoy,total_revenue,total_volunteers,unrelated_business_revenue,voting_members_governing_body,voting_members_independent,website
,THE ARMY HISTORICAL FOUNDATION INC,0,16,521367225,25650,446097,1983,3691192,0,2,19622,500347,68286934,100471255,-638,-16910,0.8417046860546584,37092,,1639258,248875,0.3074982954026344,180539,1861210,163629,,6666,,2018-01-01,2018-12-31,0,77666354,129651605,0,38047791,32,6052749,0,9379420,29180350,38237070,520,0,15,15,WWW.ARMYHISTORY.ORG
,THE ARMY HISTORICAL FOUNDATION INC,0,20,521367225,142770,661243,1983,3334315,0,4,337001,332996,48153228,68286934,2186,-27723,0.7766615917142955,73707,,1707646,253483,0.36657903963770083,174540,2122379,146817,,10815,-207232,2017-01-01,2017-12-31,0,50593731,77666354,1,25633809,29,5789690,0,2440503,9379420,25923396,495,0,12,12,WWW.ARMYHISTORY.ORG
,THE ARMY HISTORICAL FOUNDATION INC,0,9,521367225,-379786,530587,1983,3401457,0,3,404608,273473,42971307,48153228,16663,-1271,0.4320178364727125,87258,,1597750,250460,0.39543260787702983,212261,2403681,210990,,,-801057,2016-01-01,2016-12-31,0,43951029,50593731,0,10870912,30,6078611,0,979722,2440503,10702116,478,0,12,12,WWW.ARMYHISTORY.ORG
,THE ARMY HISTORICAL FOUNDATION INC,0,8,521367225,262097,619454,1983,5412231,0,4,264369,112502,42939631,42971307,2702,-10462,0.10374945808014699,110984,,1298668,554048,0.14069661531646602,287287,904583,276825,,,-4974,2015-01-01,2015-12-31,0,43329490,43951029,1,6634648,30,6429316,0,389859,979722,7173570,32,0,13,13,WWW.ARMYHISTORY.ORG
,THE ARMY HISTORICAL FOUNDATION INC,0,4,521367225,107552,471973,1983,4883714,0,4,125281,17398,39373424,42939631,,-13797,0.2918992917892815,56290,,1268302,348426,0.436391358780968,240635,3794837,226838,,,-17729,2014-01-01,2014-12-31,0,39640851,43329490,1,11946277,26,8695949,0,267427,389859,12280667,23,0,23,23,WWW.ARMYHISTORY.ORG
,,0,4,521367225,177234,581800,1983,4584399,0,4,176948,13889,34602917,39373424,,45957,0.4802009764430721,60967,,1461496,433346,0.137831938757277,257959,735113,303916,,,286,2013-01-01,2013-12-31,0,34841763,39640851,1,9779356,26,5333401,0,238846,267427,10260506,64,0,24,24,WWW.ARMYHISTORY.ORG
,SOUTH TEXAS PUBLIC BROADCASTING SYSTEM I,0,0,741616224,117304,180200,1972,331526,0,1,35651,409631,6509973,5359852,40457,,-0.2458380422598081,3350,1054,685798,,0.7273605446631188,,1977294,1054,37164,4032,,2022-07-01,2023-06-30,0,9349608,8014624,0,2063668,60,2718451,0,2839635,2654772,2182026,11,0,11,11,WWW.KEDT.ORG
,SOUTH TEXAS PUBLIC BROADCASTING SYSTEM I,0,0,741616224,23761,174203,1972,366406,0,1,20572,337057,6775479,6509973,-33128,,-0.12050301213177411,3007,17818,648660,,0.71440814623072,,1759713,17818,36317,,,2021-07-01,2022-06-30,0,9998913,9349608,0,2156698,36,2463176,0,3223434,2839635,2198277,0,0,11,11,WWW.KEDT.ORG
,SOUTH TEXAS PUBLIC BROADCASTING SYSTEM,0,0,741616224,-23063,174203,1972,316435,0,1,28031,682586,6118751,6775479,-84935,,0.21849803786409963,8723,1107,588946,,0.5747259722032435,262956,1350102,270747,32734,7791,,2020-07-01,2021-06-30,0,9766123,9998913,0,2758224,36,2349123,0,3647372,3223434,3005908,140,0,13,13,WWW.KEDT. ORG
,SOUTH TEXAS PUBLIC BROADCASTING SYSTEM,0,0,741616224,4397,174203,1972,371343,0,1,25595,699158,6155353,6118751,-60645,,-0.015225190351457306,0,1670,612270,,0.5592061188145312,295906,1358074,267904,37777,294,-28296,2019-07-01,2020-06-30,0,9909034,9766123,0,2119853,59,2428575,0,3753681,3647372,2392154,600,0,14,14,WWW.KEDT. ORG
,SOUTH TEXAS PUBLIC BROADCASTING SYSTEM,0,0,741616224,109553,172270,1972,303738,0,1,28919,774117,6511868,6155353,45991,,-0.16913230476121802,0,645,570682,,0.5626335760002045,274637,1386566,274912,33998,275,,2018-07-01,2019-06-30,0,10304534,9909034,0,1723441,59,2464421,0,3792666,3753681,2107906,850,0,14,14,WWW.KEDT. ORG
,SOUTH TEXAS BROADCASTING SYSTEM,false,,741616224,33330,260749,1972,284228,false,1,25973,862789,6749346,6511868,119621,,-0.10273432734578257,,,596347,,0.5500221258726774,375156,1402035,401129,33330,,,2017-07-01,2018-06-30,,10800202,10304534,true,1757494,60,2549052,0,4050856,3792666,2311574,772,,14,14,WWW.KEDT.ORG
0,South Texas Public Broadcasting System,false,0,741616224,137342,256783,1972,333421,false,2,24129,790765,7170508,6749346,113213,0,-0.2032810392719676,,0,0,0,0.5446301988227155,325121,1344546,325121,-32322,0,0,2016-07-01,2017-06-30,,11278512,10800202,true,1621526,73,2468732,-32322,4108004,4050856,2051667,772,-32322,14,14,www.kedt.org
0,South Texas Public Broadcasting System,false,0,741616224,180180,159840,1972,316289,false,0,29542,692883,7279130,7170508,150638,0,-0.04716295843770258,,0,0,0,0.5815590632998624,297928,1402571,262952,-66443,0,-34976,2015-07-01,2016-06-30,,7654044,11278512,false,1926432,54,2411743,-66443,374914,4108004,2303121,772,-66443,13,13,www.kedt.org
0,South Texas Public Broadcasting System,false,0,741616224,183386,164896,1972,333718,false,0,24850,533491,6569334,7279130,158536,0,0.23512334604468496,,0,786084,0,0.6244268150927577,316280,1441819,317789,-51929,1509,0,2014-07-01,2015-06-30,,6905309,7654044,false,2569578,54,2309028,-51929,335975,374914,3018824,755,-51929,15,15,www.kedt.org
0,,false,1,741616224,242354,133778,1972,350588,false,0,39180,999832,6729738,6569334,203174,0,-0.0630942470658164,,0,0,0,0.5026070019992663,275271,1364576,277469,-59019,2198,0,2013-07-01,2014-06-30,,7028903,6905309,false,2093058,65,2714996,-59019,299165,335975,2553862,1603,-59019,17,17,www.kedt.org
,,,,741616224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,GRANVILLE MUSEUM INC,0,0,621822304,1582,13417,2000,0,0,0,1582,0,593480,616355,,339663,0.03137580325485382,0,,90011,,1.0,75137,706190,414800,,,,2023-01-01,2023-12-31,0,593480,616355,0,312683,5,706190,0,0,0,729065,229,0,20,20,WWW.GRANVILLETN.COM
,GRANVILLE MUSEUM INC,0,0,621822304,214,0,2000,0,0,0,214,0,620398,593480,,284490,-0.04409866252514728,0,,44352,,1.0,42891,637322,327381,,,,2022-01-01,2022-12-31,0,620398,593480,0,282809,2,637322,0,0,0,610404,225,0,20,20,WWW.GRANVILLETN.COM
,GRANVILLE MUSEUM INC,0,0,621822304,273,0,1999,0,0,0,273,0,614801,620398,,202996,0.009938843350901368,0,,46881,,1.0,96558,557547,299554,,,,2021-01-01,2021-12-31,0,614801,620398,0,263317,3,557547,0,0,0,563144,221,0,17,17,WWW.GRANVILLETN.COM
,GRANVILLE MUSEUM INC,0,0,621822304,762,0,1999,0,0,0,762,0,549855,614801,,118173,0.13062007630532588,0,,42218,,1.0,70612,432267,188785,,,,2020-01-01,2020-12-31,0,549855,614801,0,307666,2,432267,0,0,0,497213,200,0,15,15,WWW.GRANVILLETN.COM
,HAWAII THEATRE CENTER,0,0,990229658,487105,197618,1984,648787,0,1,16132,675513,8948043,8392649,118638,297530,-0.23840279157392277,16086,,504290,,0.7109603915555822,2235083,3257425,2235083,54948,,-143,2022-06-01,2023-05-31,0,13309898,12342289,1,977517,18,4581725,0,4361855,3949640,3699705,150,0,18,18,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,279328,146154,1984,559697,0,1,48,587587,9743113,8948043,,59121,-0.2755979342027134,14694,169410,393204,,0.6882347394442495,1049996,2532677,1049996,50749,,,2021-06-01,2022-05-31,0,11724304,13309898,1,1555567,12,3679961,0,1981191,4361855,2884891,750,0,18,18,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,112803,142308,1984,320302,0,1,29274,354504,10671738,9743113,,6441,-0.8065013409482519,14222,,162787,,0.6755816810084763,127570,1405243,127570,69331,,7757,2020-06-01,2021-05-31,0,12462984,11724304,1,911051,43,2080049,0,1791246,1981191,1151424,75,0,16,16,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,81875,200000,1984,447537,0,1,10174,518679,12445153,10671738,,81478,-0.8457785828201665,15986,,613007,,0.7503446205220972,1432230,2903983,1513708,71701,,,2019-06-01,2020-05-31,0,13375488,12462984,1,501201,48,3870199,0,930335,1791246,2096784,125,0,16,16,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,9338,179313,1984,405464,0,1,3705,434739,13328579,12445153,,127275,-0.3056055164706955,15723,,599115,,0.7769401189099786,1957194,2926512,2084469,4812,,821,2018-06-01,2019-05-31,0,14226951,13375488,1,791226,54,3766715,0,898372,930335,2885033,125,0,15,15,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,-50871,1480,1984,326568,0,0,1514,362748,14743408,13328579,3121,,-1.1193927381658457,0,,512786,,0.7424535947121454,977429,1987157,977429,-55506,,,2017-06-01,2018-05-31,0,15356788,14226951,0,336291,27,2676473,0,613380,898372,1262849,125,0,21,21,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,-1095,107937,1984,355267,0,1,1692,351411,15523987,14743408,24269,,-0.4017762531386867,38257,,565689,,0.749436684788486,1375068,2113679,1375068,-27056,,,2016-06-01,2017-05-31,0,16176805,15356788,0,638015,39,2820357,0,652818,613380,2011988,180,0,30,30,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,104300,119077,1984,489400,0,1,2325,416133,17106999,15523987,,,-0.8034807635281491,28735,,776174,,0.7480681523844182,1451941,2688824,1451941,101975,,,2015-06-01,2016-05-31,0,17438480,16176805,0,436770,33,3594357,0,331481,652818,1993011,180,0,30,30,WWW.HAWAIITHEATRE.COM
,HAWAII THEATRE CENTER,0,0,990229658,228670,237051,1984,335531,0,1,3348,295181,18576767,17106999,102286,,-0.8062485404832933,43666,,632683,,0.8085862908267628,1112324,2664308,1112324,123036,,,2014-06-01,2015-05-31,0,18861923,17438480,0,483240,35,3295020,0,285156,331481,1824234,182,0,29,29,WWW.HAWAIITHEATRE.COM
,ELGIN SYMPHONY ORCHESTRA ASSOCIATION,0,0,363145577,37138,112491,1981,137456,0,1,4362,179057,348301,-74617,32776,,-0.24699994568451816,0,69637,1087114,,0.8517598636527773,561766,1818624,631403,,,,2022-07-01,2023-06-30,0,718957,291276,0,1043678,218,2135137,0,370656,365893,1712219,75,0,25,24,WWW.ELGINSYMPHONY.ORG
,ELGIN SYMPHONY ORCHESTRA ASSOCIATION,0,0,363145577,43250,43962,1981,104647,0,0,,197568,596955,348301,43250,,-0.11851423244144448,0,254,1288153,,0.8712196622730689,579972,2044533,580226,,,,2021-07-01,2022-06-30,0,1139731,718957,0,1474618,193,2346748,0,542776,370656,2098094,50,0,17,17,WWW.ELGINSYMPHONY.ORG
,ELGIN SYMPHONY ORCHESTRA ASSOCIATION,0,0,363145577,29887,105433,1981,31505,0,0,,62218,-272047,596955,29887,,0.6074743379988121,0,225,297012,,0.8327703878168241,39532,466722,39757,,,,2020-07-01,2021-06-30,0,423072,1139731,0,1358148,130,560445,0,695119,542776,1427792,20,0,14,14,WWW.ELGINSYMPHONY.ORG
,ELGIN SYMPHONY ORCHESTRA ASSOCIATION,0,0,363145577,18050,84923,1981,108620,0,0,27,155134,-460153,-272047,18050,,0.08595363771962675,0,592,1161723,,0.8685376323077015,744302,1742554,744921,,,,2019-07-01,2020-06-30,0,147268,423072,0,1432003,190,2006308,0,607421,695119,2194974,75,0,17,17,WWW.ELGINSYMPHONY.ORG
,ELGIN SYMPHONY ORCHESTRA ASSOCIATION,0,0,363145577,49348,120000,1981,126339,0,1,70,225547,-413102,-460153,49348,,-0.020361725616324003,0,1382,1607633,,0.8507571439235087,802113,2005922,803565,,,,2018-07-01,2019-06-30,0,218912,147268,0,1457844,185,2357808,0,632014,607421,2310757,55,0,17,17,WWW.ELGINSYMPHONY.ORG
,Elgin Symphony Orchestra Assn,0,0,363145577,37664,108000,1981,126650,0,1,,201074,-267665,-661282,37664,,-0.21518015092573764,0,33,1345041,,0.8525665797366547,860903,1895137,860936,,,,2016-07-01,2017-06-30,0,628526,243436,0,930644,182,2222861,0,896191,904718,1829244,60,0,23,22,www.elginsymphony.org
,DESTINATION CRENSHAW,0,24,823003629,0,194552,2017,429250,0,1,,556292,13392445,38105726,,,0.86016646518727,5089,21804,190831,50140,0.7546896340065578,,3031989,21804,,,,2023-01-01,2023-12-31,0,45200808,71945771,1,28709008,5,4017531,0,31808363,33840045,28730812,4,0,4,4,DESTINATIONCRENSHAW.LA
,DESTINATION CRENSHAW,0,5,823003629,0,0,2017,242947,0,0,,221712,6341996,13392445,,,0.8571726370655554,0,,,,0.7855220370511409,,1701806,0,,,,2022-01-01,2022-12-31,0,14201330,45200808,0,15168417,4,2166465,0,7859334,31808363,15168417,0,0,3,0,DESTINATIONCRENSHAW.LA
,DESTINATION CRENSHAW,0,5,823003629,0,0,2017,115025,0,0,,101497,4697163,6343772,,,0.14573018468407672,0,,229836,115025,0.9775681031567641,,9435894,0,,,,2021-01-01,2021-12-31,0,5345854,35511106,0,11299025,3,9652416,0,648691,29167334,11299025,0,0,3,0,DESTINATIONCRENSHAW.LA
,DESTINATION CRENSHAW,0,5,823003629,0,0,2017,183054,0,0,,47471,60197,2346878,,,0.22957634995569473,0,,55670,180151,0.9699593041583151,,7443232,0,,,,2020-01-01,2020-12-31,0,1810829,2995569,0,9960438,2,7673757,0,1750632,648691,9960438,0,0,3,3,N/A
,DESTINATION CRENSHAW,0,5,823003629,0,0,2017,327321,0,0,,73474,14909,60197,,,0.009158612165293454,0,,,318520,0.9181978567081248,,4498771,0,,,,2019-01-01,2019-12-31,0,14909,1810829,0,4944854,0,4899566,0,0,1750632,4944854,0,0,3,0,N/A
,DESTINATION CRENSHAW,0,0,823003629,0,0,2017,0,0,0,,4982,,14909,,,0.07011215876225635,0,,,,0.9748047902253509,,192754,0,,,,2018-01-01,2018-12-31,0,,14909,0,212645,0,197736,0,,0,212645,0,0,3,0,N/A
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,false,,264316546,0,,2009,322196,false,,10085,2905,357598,559201,,,0.33636098203932496,,,,,0.18267456418662417,62827,72661,72912,,,,2023-01-01,2023-12-31,,357598,559201,false,526453,0,397762,0,,0,599365,0,0,9,9,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,false,,264316546,0,,2009,221760,false,,5211,1325,432607,357598,,,-0.24515469039043553,,,,,0.4144366428243323,50005,157890,55216,,,,2022-01-01,2022-12-31,,432607,357598,false,250750,0,380975,0,,0,305966,0,0,9,9,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,false,,264316546,0,0,2009,53404,false,,708,1706,426051,432607,,,0.03882667172037216,0,,,,0.6604373463465129,,107187,708,,,,2021-01-01,2021-12-31,0,426051,432607,false,168145,0,162297,0,,0,168853,0,0,9,9,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,false,,264316546,0,0,2009,0,false,,4697,846,295779,426051,,,0.46016411220103215,0,,,,0.9944643289471101,18200,151981,22897,,,,2020-01-01,2020-12-31,0,295779,426051,false,260202,0,152827,0,,0,283099,0,0,9,9,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,false,,264316546,0,0,2009,100102,false,,8,7938,88788,295779,,,0.5004642188792016,0,,,,0.47707483289530367,100202,98567,100210,,,,2019-01-01,2019-12-31,0,88788,295779,false,313388,0,206607,0,,0,413598,0,0,9,9,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,264316546,,,,,,,,,14433,88788,,,,,,,,,,,,,,,2018-01-01,2018-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,264316546,,,,,,,,,8128,14433,,,,,,,,,,,,,,,2017-01-01,2017-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,264316546,,,,,,,,,11091,8128,,,,,,,,,,,,,,,2016-01-01,2016-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,264316546,,,,,,,,,17124,11091,,,,,,,,,,,,,,,2015-01-01,2015-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,ASSOCIAZIONE CULTURALE ITALIANA DI NEW YORK INC,,,264316546,,,,,,,,,7159,17124,,,,,,,,,,,,,,,2014-01-01,2014-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,,,,264316546,,,,,,,,,-175,7159,,,,,,,,,,,,,,,2013-01-01,2013-12-31,,,,,,,,,,,,,,,,WWW.ASSOCIAZIONENY.COM
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,52328,210461,2001,815420,0,1,2730,346849,11636931,12501526,-31238,,-0.17614270149679628,9984,3909,1104728,,0.6439581707851663,244984,2102148,927094,749771,,9266,2022-09-01,2023-08-31,0,16779324,16011876,0,1796106,73,3264417,0,5142393,3510350,2775528,28,0,19,18,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,-74453,204552,2001,589114,0,1,141,406573,11654513,11636931,-80933,,0.0011406206149871228,12161,6339,792600,,0.6250006590915083,94907,1659483,633293,538386,,,2021-09-01,2022-08-31,0,17353205,16779324,0,2099362,29,2655170,0,5698692,5142393,2658202,17,0,16,15,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,4262,209002,2001,411498,0,1,3613,652723,11251305,11654513,,,0.15650218883883268,12559,101,388232,,0.46428601991294444,8000,922326,156141,148141,,548,2020-09-01,2021-08-31,0,16976192,17353205,0,2194727,29,1986547,0,5724887,5698692,2355130,20,0,21,20,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,117628,204285,2001,55145,0,1,4753,358467,10983645,11251305,-40992,,0.08255397245306284,11819,120273,1018404,,0.8500014506208657,205979,2343828,632178,455699,,1274,2019-09-01,2020-08-31,0,16982183,16976192,0,2255755,62,2757440,0,5998538,5724887,3005561,65,0,21,20,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,13973,141114,2001,201545,0,1,4078,403321,10545008,10983645,-56656,,0.12674921256503258,7274,2445,1176111,,0.8008489992338396,275090,2432357,1033962,816877,,3126,2018-09-01,2019-08-31,0,16831826,16982183,0,2430130,82,3037223,0,6286818,5998538,3478065,90,0,24,23,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,330954,142726,2001,198698,0,1,1689,382829,9675649,10545008,-31733,,0.20633546193868124,5523,297754,1134371,,0.823468788059455,674715,2712661,1417323,815542,,2192,2017-09-01,2018-08-31,0,16696817,16831826,0,2390446,95,3294188,11882,7021168,6286818,4150605,106,11882,19,18,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,27721,112528,2001,219675,0,1,2577,396445,9985451,9675649,-34691,,-0.1118222375715011,7144,790,978106,,0.8152686133842405,958114,2719101,1654416,769294,,-7729,2016-09-01,2017-08-31,0,17176888,16696817,0,1311424,48,3335221,6218,7191437,7021168,2999779,65,6218,21,20,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,14771,112528,2001,291193,0,1,4359,449179,10291872,9985451,-60460,,-0.11242323433593128,3929,94869,792325,,0.7613113798555177,834489,2361460,1592603,736813,,-2696,2015-09-01,2016-08-31,0,17564833,17176888,0,1180982,38,3101832,0,7272961,7191437,2788356,50,0,21,21,WWW.ATLASARTS.ORG
,ATLAS PERFORMING ARTS CENTER,0,0,522358563,5708,90717,2001,207457,0,0,7396,354893,10484942,10291872,-56024,,-0.051079669651268075,2638,53994,595033,,0.8117987004120449,546209,2425674,1063191,516982,,342,2014-09-01,2015-08-31,0,17848865,17564833,0,1773915,33,2988024,0,7363923,7272961,2842814,75,0,21,21,WWW.ATLASARTS.ORG
,,0,0,522358563,287428,55452,2001,359522,0,0,132353,476499,11315406,12872460,-29026,,0.43761429617171776,9120,38299,434496,,0.6454241782402793,650867,1521785,650867,,,145802,2013-01-01,2013-12-31,55452,11609099,19728609,0,3254212,22,2357806,0,293693,6856149,4192507,150,0,18,18,WWW.ATLASARTS.ORG
,Preservation Society of Asheville & Buncombe County Inc,false,1,591768097,9135,76337,1976,32894,false,,32189,41232,1672702,1925563,-24790,-250,0.34215153710891527,12282,5191,129005,,0.8266520740667985,14455,353488,19646,1986,,,2023-07-01,2024-06-30,0,1697568,1937465,false,621238,4,427614,0,24866,11902,650019,100,0,15,15,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,21280,64018,1976,29533,false,,12587,28917,1459537,1672702,8235,458,0.4117558423328489,3783,2169,83876,,0.8029983350073139,12311,238248,14480,,,,2022-07-01,2023-06-30,0,1513729,1697568,false,468619,3,296698,0,54192,24866,504379,100,0,16,16,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,27705,71577,1976,25126,false,,735,22460,871712,1459537,-2349,-1419,0.6937435180302529,0,913,79041,,0.8183241196053878,6950,214342,7863,,,30738,2021-07-01,2022-06-30,0,879256,1513729,false,819689,3,261928,0,7544,54192,855257,100,0,16,16,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,3358,63795,1976,23212,false,,463,24068,959039,871712,2475,420,-0.649986602357985,0,500,55909,,0.7867186337000799,16497,174399,16997,,,,2020-07-01,2021-06-30,0,976229,879256,false,113997,3,221679,0,17190,7544,134352,40,0,17,17,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,6290,55221,1976,28283,false,,8073,18177,860957,959039,-184,-1599,0.3628349311701082,0,1805,73993,,0.7759441355330611,31572,160899,33377,,,,2019-07-01,2020-06-30,0,881804,976229,false,285773,3,207359,0,20847,17190,325440,80,0,18,18,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,-4262,56887,1976,23492,false,,5778,16653,563755,860957,-9690,-350,0.5988945110438064,0,,55113,,0.7983159925445493,15045,158904,15045,,,,2018-07-01,2019-06-30,0,587255,881804,false,485468,2,199049,0,23500,20847,496251,75,0,18,18,psabc.org
,Preservation Society of Asheville & Buncombe County Inc,false,,591768097,-17162,55092,1976,14970,false,0,260,11205,303080,563755,-17522,,0.6587075046069771,2850,541,11187,,0.8050613302748877,21524,108098,21965,,,,2017-07-01,2018-06-30,,321080,587255,false,388622,2,134273,0,18000,23500,393425,75,,18,18,psabc.org
,,,,591768097,,,,,,,,,147147,118659,,,,,,,,,,,,,,,2013-07-01,2014-06-30,,,,,,,,,,,,,,,,http://psabc.org
,,,,591768097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Piedmont Choirs,false,0,942897534,-26920,207738,1982,64343,false,1,27008,220568,793176,848143,-53928,852,0.00792205055702449,,-11320,583488,0,0.8373299852809019,1082417,1466555,1071949,0,0,0,2022-07-01,2023-06-30,,1056104,1380281,false,720423,64,1751466,0,262928,532138,1765452,99,,9,8,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,-980,212000,1982,105190,false,1,34157,267773,756715,793176,-35137,624,0.1052793296818285,,0,483313,0,0.7280625707708988,743612,998540,744236,0,0,0,2021-07-01,2022-06-30,,1151186,1056104,false,789628,57,1371503,0,394471,262928,1532884,77,,8,8,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,-12868,247762,1982,91454,false,1,19814,179965,705180,756715,-32682,0,-0.08426812812000696,2417,0,379164,0,0.7409570366185139,356253,776357,356253,0,0,0,2020-07-01,2021-06-30,,860630,1151186,false,622959,43,1047776,0,155450,394471,966344,80,,9,9,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,26545,178136,1982,14377,false,0,26545,223353,770419,705180,19192,40,-0.037304326604609,,0,455633,0,0.7951251629872274,738532,922637,738572,0,0,0,2019-07-01,2020-06-30,,1054671,860630,false,334328,44,1160367,0,284252,155450,1118637,80,,6,6,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,37711,157046,1982,41017,false,0,37711,114952,669124,770419,61743,1110,0.06117084752504786,5609,0,465302,0,0.8967435307887913,1257076,1354532,1258186,0,0,0,2018-07-01,2019-06-30,,1530645,1054671,false,251280,48,1510501,0,861521,284252,1608920,80,,12,12,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,27873,156144,1982,17884,false,0,27873,445294,595897,669124,60464,2804,0.03550781018306916,,0,418072,0,0.6648931398225991,1108005,919002,1110809,0,0,0,2017-07-01,2018-06-30,,854503,1530645,false,233919,52,1382180,0,258606,861521,1433065,76,,11,11,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,19779,162426,1982,21102,false,0,19779,429400,614139,595897,0,2241,-0.02969054320761135,,0,378644,0,0.6448013498277235,995746,817808,997987,0,0,0,2016-07-01,2017-06-30,,824344,854503,false,213973,52,1268310,0,210205,258606,1231739,76,,12,12,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,15296,152827,1982,66352,false,0,15296,368539,540041,614139,29746,2460,0.05373473807168608,,0,457583,0,0.6849506298944501,1172813,945499,1175273,0,0,0,2015-07-01,2016-06-30,,778562,824344,false,238462,42,1380390,0,238521,210205,1458777,45,,11,11,www.piedmontchoirs.org
0,Piedmont Choirs,false,0,942897534,19645,72615,1982,63211,false,0,19645,288842,540025,540041,29716,1438,0.017356752725725136,5148,0,495178,0,0.7242748816205183,972613,924773,974051,0,0,0,2014-07-01,2015-06-30,,657682,778562,false,275967,42,1276826,0,117657,238521,1299379,45,,11,11,www.piedmontchoirs.org
,,,,942897534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STAGE RIGHT INC,false,,251815277,,,1998,12639,false,,10,172627,336154,316302,11779,,-0.03138199661076966,,2477,289640,,0.716043062699634,331414,467178,333901,12566,,,2023-01-01,2023-12-31,,608124,598994,false,274346,18,652444,12566,271970,282692,632592,62,12566,5,5,WWW.STAGERIGHTGREENSBURG.COM
,STAGE RIGHT INC,false,,251815277,,,1998,15442,false,,26,190775,695865,336154,1726,,-0.9335456260689251,,31594,347033,,0.7232090605990648,318158,538811,349778,10471,,,2022-01-01,2022-12-31,,973366,608124,false,23342,18,745028,10471,277501,271970,385317,62,10471,5,5,WWW.STAGERIGHTGREENSBURG.COM
