GainOrLossGrp_1_SecuritiesAmt,GrossAmountSalesAssetsGrp_1_SecuritiesAmt,IncmFromInvestBondProceedsGrp_1_TotalRevenueColumnAmt,InvestmentIncomeGrp_1_TotalRevenueColumnAmt,LessCostOthBasisSalesExpnssGrp_1_SecuritiesAmt,MiscellaneousRevenueGrp_1_TotalRevenueColumnAmt,NetGainOrLossInvestmentsGrp_1_TotalRevenueColumnAmt,NetIncmFromFundraisingEvtGrp_1_TotalRevenueColumnAmt,NetIncomeFromGamingGrp_1_TotalRevenueColumnAmt,NetRentalIncomeOrLossGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_1_Desc,OtherRevenueMiscGrp_1_TotalRevenueColumnAmt,OtherRevenueMiscGrp_2_Desc,OtherRevenueMiscGrp_2_TotalRevenueColumnAmt,OtherRevenueMiscGrp_3_Desc,OtherRevenueMiscGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_1_Desc,ProgramServiceRevenueGrp_1_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_2_Desc,ProgramServiceRevenueGrp_2_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_3_Desc,ProgramServiceRevenueGrp_3_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_4_Desc,ProgramServiceRevenueGrp_4_TotalRevenueColumnAmt,ProgramServiceRevenueGrp_5_Desc,ProgramServiceRevenueGrp_5_TotalRevenueColumnAmt,RentalIncomeOrLossGrp_1_PersonalAmt,RentalIncomeOrLossGrp_1_RealAmt,RoyaltiesRevenueGrp_1_TotalRevenueColumnAmt,business_name,cost_of_goods_sold,ein,fundraising_amt,fundraising_direct_expenses,fundraising_gross_income,government_grants,gross_sales_of_inventory,membership_dues,non_cash_contributions,other_contributions,other_revenue_total,tax_period_begin,tax_period_end,total_contributions,total_program_service_revenue,total_revenue
16203,16203,0,4841,0,0,16203,0,0,94192,0,0,0,0,0,0,Preservation Fees,112807,School Tuition,270338,Sponsorship,132781,Theater & Equip Rental,893931,Ticket Sales,418836,,94192,0,NORTHWEST CONNECTICUT ASSOCIATION FOR,33089,061048713,10072,,,79952,120404,,135735,716602,0,2015-07-01,2016-06-30,796554,1897213,2896318
,0,0,7334,,0,-143912,0,0,96290,0,0,0,0,0,0,Preservation Fees,121757,School Tuition,316153,Sponsorship,141583,Theater & Equip Rental,831003,Ticket Sales,538604,,96290,0,NORTHWEST CONNECTICUT ASSOCIATION FOR,119826,061048713,9991,,,88417,102694,,118925,624612,0,2014-07-01,2015-06-30,713029,2045013,2700622
,0,0,1604,,0,-202,0,0,93893,0,0,0,0,0,0,Preservation Fees,142212,School Tuition,219868,Sponsorship,159568,Theater & Equip Rental,748181,Ticket Sales,802336,,93893,0,,143525,061048713,9564,,,94803,123471,,159709,779514,0,2013-07-01,2014-06-30,874317,2178887,3128445
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,061048713,,,,,,,,,,,,,,
0,0,0,104927,0,187633,0,0,0,0,450000 OTHER SOURCES:450400 M,94783,450000 OTHER SOURCES:450500 R,58878,450000 OTHER SOURCES:450500 R,44648,410000 PROGRAM INCOME:411000,708532,410000 PROGRAM INCOME:411000,433842,410000 PROGRAM INCOME:413000,134197,410000 PROGRAM INCOME:411000,129951,410000 PROGRAM INCOME:411000,101622,0,0,0,AURORA THEATRE INC,,582450282,96843,,,,,,8923,1139349,385942,2022-07-01,2023-06-30,1139349,2098407,3728625
0,0,0,-284283,0,115083,0,0,0,0,PPP FORGIVEN,302575,450000 OTHER SOURCES:450400,43431,450000 OTHER SOURCES:450500,30487,410000 PROGRAM INCOME:41100,377385,410000 PROGRAM INCOME:41100,331357,410000 PROGRAM INCOME:41100,104075,410000 PROGRAM INCOME:41200,100030,410000 PROGRAM INCOME:41100,76361,0,0,0,AURORA THEATRE INC,,582450282,8760,,,1243798,,,133720,1454762,491576,2021-07-01,2022-06-30,2698560,1266608,4172461
0,0,0,18858,0,961,0,0,0,0,450000 OTHER SOURCES:450400,184355,450000 OTHER SOURCES:450500,7500,450000 OTHER SOURCES:450400,7058,410000 PROGRAM INCOME:41100,381971,411000 TICKET SALES:411002,36991,410000 PROGRAM INCOME:41200,26600,410000 PROGRAM INCOME:41100,22088,412000 AURORA ACADEMY:41260,22000,0,0,0,AURORA THEATRE INC,,582450282,7320,,,50000,,,95025,2522649,199874,2020-07-01,2021-06-30,2572649,575623,3367004
0,0,0,14466,0,20454,0,0,0,0,412000 AURORA ACADEMY:41260,95144,410000 PROGRAM INCOME:41200,31790,410000 PROGRAM INCOME:41200,22440,410000 PROGRAM INCOME:41100,601981,411000 TICKET SALES:411002,365903,420000 SPONSORS:420300 SH,190599,420000 SPONSORS:420200 SE,82000,410000 PROGRAM INCOME:41100,74249,0,0,0,AURORA THEATRE INC,,582450282,52960,,,,,,35025,2994151,169828,2019-07-01,2020-06-30,2994151,1695806,4874251
0,0,0,4482,0,0,0,0,0,0,UNREALIZED GAIN/LOSS ON INVES,29890,OTHER SOURCES,24882,0,0,PROGRAM SERVICE INCOME,1607581,AURORA ACADEMY,218543,0,0,0,0,0,0,0,0,0,AURORA THEATRE INC,,582450282,64522,,,15000,,,,1809836,54772,2018-07-01,2019-06-30,1824836,1826124,3710214
0,0,0,5301,0,0,0,0,0,0,OTHER SOURCES,21858,UNREALIZED GAIN/LOSS ON INVES,6431,0,0,PROGRAM SERVICE INCOME,1878194,AURORA ACADEMY,152523,0,0,0,0,0,0,0,0,0,AURORA THEATRE INC,,582450282,23315,,,15000,,,20000,1053476,28289,2017-07-01,2018-06-30,1068476,2030717,3132783
0,0,0,256,0,6268,0,0,0,0,450000 OTHER SOURCES:450500,6889,450000 OTHER SOURCES:450500,6675,450000 OTHER SOURCES:450500,4115,PROGRAM SERVICE INCOME,1309711,AURORA ACADEMY,129643,0,0,0,0,0,0,0,0,0,AURORA THEATRE INC,,582450282,285,,,20000,,,,1145536,23947,2016-07-01,2017-06-30,1165536,1439354,2629093
0,0,0,359,0,3293,0,0,0,0,450000 OTHER SOURCES:450500,19338,450000 OTHER SOURCES:450400,3916,450000 OTHER SOURCES:450500,2500,PROGRAM SERVICE INCOME,1172472,AURORA ACADEMY,117139,0,0,0,0,0,0,0,0,0,AURORA THEATRE INC,,582450282,13298,,,32500,,,45000,909500,29047,2015-07-01,2016-06-30,942000,1289611,2261017
0,0,0,604,0,23,0,0,0,0,OTHER INCOME SOURCES: RENTAL,18207,OTHER INCOME SOURCES: MISC/AD,14137,OTHER INCOME SOURCES:PRODUCER,10483,PROGRAM SERVICE INCOME,1176496,AURORA ACADEMY,110087,0,0,0,0,0,0,0,0,0,AURORA THEATRE INC,,582450282,8985,,,15000,,,48204,799789,42850,2014-07-01,2015-06-30,814789,1286583,2144826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,582450282,,,,,,,,,,,,,,
0,0,0,25898,0,0,0,0,0,0,Software license fees,9322,Other,11383,,0,Registration fees,29108,,0,,0,,0,,0,0,0,0,GALA CHORUSES I INC,0,742586442,0,0,0,0,0,74657,0,671521,20705,2023-01-01,2023-12-31,746178,29108,821889
0,0,0,-63180,0,9020,0,0,0,0,Software license fees,5216,0,0,0,0,Symposium registration fees,36777,0,0,0,0,0,0,0,0,0,0,0,GALA CHORUSES I INC,,742586442,0,,,0,,70478,0,171217,14236,2022-01-01,2022-12-31,241695,36777,229528
0,0,0,29342,0,50,0,0,0,0,0,0,0,0,0,0,Festival 2020,-450,0,0,0,0,0,0,0,0,0,0,0,GALA CHORUSES I INC,,742586442,0,,,0,,61489,0,248698,50,2021-01-01,2021-12-31,310187,-450,339129
0,0,0,8050,0,0,0,0,0,0,0,0,0,0,0,0,Leadership Symposium,25890,Festival 2020,610000,0,0,0,0,0,0,0,0,0,GALA CHORUSES I INC,0,742586442,0,0,0,15000,0,65869,0,106851,0,2020-01-01,2020-12-31,187720,635890,831660
0,0,0,13710,0,0,0,0,0,0,OTHER REVENUE,8399,0,0,0,0,ADMISSION,73984,EDUCATION,22543,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,5848,391298304,24214,,,255340,10714,8789,3419,575831,8399,2023-01-01,2023-12-31,839960,96527,963462
0,0,0,3837,0,0,0,0,0,0,OTHER REVENUE,38353,0,0,0,0,ADMISSION,132383,EDUCATION,10540,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,10222,391298304,34456,,,323267,15980,8850,64110,601492,38353,2022-01-01,2022-12-31,933609,142923,1124480
0,0,0,2996,0,0,0,0,0,0,OTHER REVENUE,10117,0,0,0,0,ADMISSION,32201,EDUCATION,5870,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,4492,391298304,35221,,,358565,6499,13609,,338743,10117,2021-01-01,2021-12-31,710917,38071,764108
0,0,0,4094,0,0,0,0,0,0,OTHER REVENUE,3459,0,0,0,0,ADMISSION,21815,EDUCATION,11789,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,3377,391298304,31298,,,362205,3626,17355,7458,432288,3459,2020-01-01,2020-12-31,811848,33604,853254
0,0,0,4153,0,0,0,0,0,0,OTHER REVENUE,26349,0,0,0,0,ADMISSIONS,139150,MEMBERSHIP DUES,17495,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,13486,391298304,27382,,,167490,15634,,,410340,26349,2019-01-01,2019-12-31,577830,156645,767125
,0,0,3455,,0,-1638,0,0,0,OTHER REVENUE,37131,0,0,0,0,ADMISSIONS,146763,MEMBERSHIP DUES,15445,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,11572,391298304,31176,,,150000,17533,,500,142433,37131,2018-01-01,2018-12-31,292433,162208,499550
0,0,0,28417,0,0,0,0,0,0,OTHER REVENUE,27732,0,0,0,0,ADMISSIONS,92728,MEMBERSHIP DUES,12910,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,14916,391298304,26714,,,60000,20994,,44370,290192,27732,2017-01-01,2017-12-31,350192,105638,518057
0,0,0,22164,0,0,0,0,0,0,OTHER REVENUE,23146,0,0,0,0,ADMISSIONS,75474,MEMBERSHIP DUES,12315,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,12354,391298304,23539,,,60000,19609,,1675,390604,23146,2016-01-01,2016-12-31,450604,87789,590958
-62,999,0,4719,1061,0,-1584,0,0,0,OTHER REVENUE,17289,0,0,0,0,ADMISSIONS,80097,MEMBERSHIP DUES,11345,0,0,0,0,0,0,0,0,0,OUTAGAMIE COUNTY HISTORICAL SOCIETY,10338,391298304,21436,,,206700,19667,,3381,164832,17289,2015-01-01,2015-12-31,371532,91442,492727
-67,1076,0,5548,1143,0,-67,0,0,0,Other Revenue,18932,0,0,0,0,Admissions,65607,Membership Dues & Assessments,12360,0,0,0,0,0,0,0,0,0,Outagamie County Historical Society Inc,10899,391298304,21925,,,77703,17954,,6429,189634,18932,2014-01-01,2014-12-31,267337,77967,376772
2128,10635,0,3429,8507,0,2128,0,0,0,Other Revenue,13511,0,0,0,0,Admissions,129385,Membership Dues & Assessments,9480,0,0,0,0,0,0,0,0,0,,10519,391298304,21138,,,75000,18596,,8577,213720,13511,2013-01-01,2013-12-31,288720,138865,454730
0,0,0,7285,0,0,0,0,0,0,0,0,0,0,0,0,PROGRAM INCOME,2500,0,0,0,0,0,0,0,0,0,0,0,ECONOMIC HARDSHIP REPORTING PROJECT,,854054380,60424,,,,,,,1214406,0,2023-01-01,2023-12-31,1214406,2500,1224191
0,0,0,988,0,0,0,0,0,0,OTHER REVENUE,1709,0,0,0,0,PROGRAM INCOME,129954,0,0,0,0,0,0,0,0,0,0,0,ECONOMIC HARDSHIP REPORTING PROJECT,,854054380,88301,,,,,,7166,827447,1709,2022-01-01,2022-12-31,827447,129954,960098
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JOURNALISM,965025,0,0,0,0,0,0,0,0,0,0,0,ECONOMIC HARDSHIP REPORTING PROJECT,,854054380,0,,,,,,,,,2021-01-01,2021-12-31,,965025,965025
0,0,0,0,0,0,0,468861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Smoke Foundation,,812423050,538446,848066,1316927,,,,235177,1530541,,2023-01-01,2023-12-31,2068987,,2537848
0,0,0,0,0,0,0,-158246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Invitational Smoke,,812423050,1033234,803157,644911,,,,176000,1457017,,2022-01-01,2022-12-31,2490251,,2332005
0,0,0,1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Invitational Smoke,,812423050,40734,,,,,,,2808778,,2021-01-01,2021-12-31,2808778,,2810220
0,0,0,0,0,0,0,66166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Invitational Smoke,,812423050,45000,4138,70304,,,,45000,12733581,0,2020-01-01,2020-12-31,12778581,0,12844747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Southern Invitational Smoke,,812423050,,,,,,,,,,2019-01-01,2019-12-31,90000,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTHERN INVITATIONAL SMOKE,,812423050,,,,,,,,,,2018-01-01,2018-12-31,5640,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SOUTHERN INVITATIONAL SMOKE,,812423050,,,,,,,,,,2017-01-01,2017-12-31,10000,,
-35045,570888,0,202024,605933,0,-35045,3974,0,0,0,0,0,0,0,0,TOUR REVENUE,359813,CONCERT TICKET SALES,294615,CONTRACTED CONCERTS,252399,OTHER PROGRAM REVENUE,32084,0,0,0,0,0,PACIFIC CHORALE,,952585505,41200,93742,97716,413849,,,403482,1167789,,2022-07-01,2023-06-30,1622838,938911,2732702
-390391,3685110,0,88951,4075501,0,-390391,0,0,0,0,0,0,0,0,0,CONCERTS,223762,CONCERT TICKET SALES,196952,OTHER PROGRAM INCOME,147287,0,0,0,0,0,0,0,Pacific Chorale,0,952585505,330787,97793,97793,578516,0,,1005436,3561636,0,2021-07-01,2022-06-30,4470939,568001,4737500
-11529,2087197,0,108511,2098726,0,-11529,0,0,0,0,0,0,0,0,0,CONCERTS,5391,EDUCATION PROGRAMS,2331,OTHER PROGRAM REVENUE,476,0,0,0,0,0,0,0,Pacific Chorale,0,952585505,193677,31082,31082,214888,0,,503250,1540867,0,2020-07-01,2021-06-30,1949432,8198,2054612
-128477,6726189,0,92740,6854666,0,-128477,0,0,0,0,0,0,0,0,0,Concerts,353952,Education Programs,5074,Other Program Revenue,9644,0,0,0,0,0,0,0,Pacific Chorale,0,952585505,124519,61596,61596,15545,0,,50000,1467774,0,2019-07-01,2020-06-30,1607838,368670,1940771
-27905,841878,0,155825,869783,0,-27905,0,0,0,0,0,0,0,0,0,CONCERTS,555882,EDUCATION PROGRAMS,61410,OTHER PROGRAM REVENUE,16116,0,0,0,0,0,0,0,PACIFIC CHORALE,,952585505,211586,64053,64053,15000,,,,967369,,2018-07-01,2019-06-30,1193955,633408,1955283
-52301,227242,0,0,279543,0,-52301,207107,0,0,0,0,0,0,0,0,CONCERTS,462362,EDUCATION PROGRAMS,153832,INTEREST AND DIVIDENDS,11592,OTHER REVENUE,16466,0,0,0,0,0,PACIFIC CHORALE,1043,952585505,50172,92752,299859,,818,,,3880684,,2017-07-01,2018-06-30,3880684,644252,4679517
19031,251117,0,0,232086,0,19031,179924,0,0,0,0,0,0,0,0,CONCERTS,433285,EDUCATION PROGRAMS,29019,INTEREST AND DIVIDENDS,38625,OTHER REVENUE,234,0,0,0,0,0,PACIFIC CHORALE,2474,952585505,81750,75580,255504,,896,,,1249544,,2016-07-01,2017-06-30,1249544,501163,1948084
61044,498208,0,0,437164,0,61044,156763,0,0,0,0,0,0,0,0,CONCERTS,439157,EDUCATION PROGRAMS,24259,INTEREST AND DIVIDENDS,39165,OTHER REVENUE,5240,0,0,0,0,0,PACIFIC CHORALE,908,952585505,43334,78643,235406,,1786,,,952828,,2015-07-01,2016-06-30,952828,507821,1679334
0,0,0,79,0,0,0,0,0,0,Other Revenue,15000,0,0,0,0,MUSEUM OPERATIONS,475520,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,19441,931309725,9824,,,,40933,,,549379,15000,2023-01-01,2023-12-31,549379,475520,1061470
0,0,0,79,0,0,0,0,0,0,Other Revenue,8395,0,0,0,0,MUSEUM OPERATIONS,415219,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,15055,931309725,2876,,,,32344,,,431645,8395,2022-01-01,2022-12-31,431645,415219,872627
0,0,0,102,0,0,0,0,0,0,Employee Retention Tax Credit,75083,Other Revenue,2816,PPP Loan Forgiveness,133100,MUSEUM OPERATIONS,236310,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,7347,931309725,4322,,,230674,19538,37399,,394919,210999,2021-01-01,2021-12-31,662992,236310,1122594
0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,MUSEUM OPERATIONS,212881,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,7329,931309725,32163,,,65080,10080,26941,,574588,0,2020-01-01,2020-12-31,666609,212881,882413
0,0,0,226,0,0,0,0,0,0,MISCELLANEOUS,,0,0,0,0,MUSEUM OPERATIONS,714846,SOLAR PANEL RENTAL,680,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,5166,,,,,,3339,422545,0,2019-01-01,2019-12-31,422545,715526,1138297
0,0,0,376,0,0,0,0,0,0,MISCELLANEOUS,7179,0,0,0,0,MUSEUM OPERATIONS,635186,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,2654,,,,,,19873,407729,7179,2018-01-01,2018-12-31,407729,635186,1050470
0,0,0,515,0,0,0,0,0,0,MISCELLANEOUS,,0,0,0,0,MUSEUM OPERATIONS,665586,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,5600,,,,,,54156,567679,0,2017-01-01,2017-12-31,567679,665586,1233780
0,0,0,429,0,0,0,0,0,0,MISCELLANEOUS,,0,0,0,0,MUSEUM OPERATIONS,594886,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,7782,,,,,,40067,481134,0,2016-01-01,2016-12-31,481134,594886,1076449
0,0,0,720,0,0,0,0,0,0,MISCELLANEOUS,,0,0,0,0,MUSEUM OPERATIONS,507480,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,13784,,,,,,21127,415627,0,2015-01-01,2015-12-31,415627,507480,923827
0,0,0,266,0,0,0,0,0,0,MISCELLANEOUS,2238,0,0,0,0,MUSEUM OPERATIONS,511776,0,0,0,0,0,0,0,0,0,0,0,SCIENCEWORKS HANDS-ON MUSEUM,,931309725,13840,,,91566,,,23353,399800,2238,2014-01-01,2014-12-31,491366,511776,1005646
0,0,0,56,0,0,0,117325,0,0,MISCELLANEOUS,260,0,0,0,0,MUSEUM OPERATIONS,496485,0,0,0,0,0,0,0,0,0,0,0,,,931309725,144850,,117325,14326,,,41937,870675,260,2013-01-01,2013-12-31,1029851,496485,1643977
-2717,,0,25172,2717,0,-2652,-142997,0,0,MISCELLANEOUS,1,0,0,0,0,ADMISSIONS FEES,1228816,SCHOOL FEES,132447,0,0,0,0,0,0,0,0,0,SEATTLE ARTS AND LECTURES,1836,911384964,492816,226062,83065,79000,1188,,87552,976363,1,2022-07-01,2023-06-30,1548179,1361263,2788318
-3474,8351,0,13078,11825,0,-3474,-110351,0,0,MISCELLANEOUS,329,0,0,0,0,ADMISSIONS FEES,538197,SCHOOL FEES,106436,0,0,0,0,0,0,0,0,0,SEATTLE ARTS AND LECTURES,,911384964,474737,189599,79248,183980,,,117873,1493827,329,2021-07-01,2022-06-30,2152544,644633,2696759
2016,25346,0,16509,23330,0,2016,-97424,0,0,0,0,0,0,0,0,Admissions Fees,809761,School Fees,85286,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,472958,104924,7500,236520,,,71431,786870,0,2020-07-01,2021-06-30,1496348,895047,2312496
1142,28627,0,12261,27485,0,1142,-95413,0,0,0,0,0,0,0,0,Admissions Fees,1279916,School Fees,115095,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,464676,133753,38340,188450,,,76582,460864,0,2019-07-01,2020-06-30,1113990,1395011,2426991
0,0,0,319,0,0,0,-185362,7342,0,0,0,0,0,0,0,Admissions Fees,1175736,School Fees,157689,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,579722,201477,16115,50960,,,152484,809207,0,2018-07-01,2019-06-30,1439889,1333425,2595613
0,0,0,84,0,0,0,-170360,7450,0,0,0,0,0,0,0,Admissions Fees,1053996,School Fees,181733,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,495290,185606,15246,42700,,,126293,658195,0,2017-07-01,2018-06-30,1196185,1235729,2269088
0,0,0,12,0,0,0,-70057,6305,0,0,0,0,0,0,0,Admissions Fees,813570,School Fees,199692,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,350331,136521,66464,67077,,,94217,619083,0,2016-07-01,2017-06-30,1036491,1013262,1986013
0,0,0,33,0,0,0,-41197,4725,0,0,0,0,0,0,0,Admissions Fees,529164,School Fees,145038,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,271977,92952,51755,58577,,,84620,508931,0,2015-07-01,2016-06-30,839485,674202,1477248
0,0,0,18,0,0,0,-20526,3350,0,Fiscal Agent Admin Fees,5530,0,0,0,0,Admissions Fees,366759,School Fees,152976,0,0,0,0,0,0,0,0,0,Seattle Arts and Lectures,,911384964,227725,45647,25121,68950,,,13835,504250,5530,2014-07-01,2015-06-30,802971,519735,1311078
0,0,0,6,0,0,0,-48599,0,0,0,0,0,0,0,0,Admissions Fees,282985,School Fees,153074,0,0,0,0,0,0,0,0,0,,,911384964,203417,48599,,73900,,,30283,333077,0,2013-07-01,2014-06-30,610394,436059,997860
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,911384964,,,,,,,,,,,,,,
0,0,0,45736,0,0,0,132302,0,0,MISCELLANEOUS,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,90322,363461739,92699,280758,413060,,236811,93643,24595,416286,566,2023-01-01,2023-12-31,602628,,927721
0,0,0,12666,0,0,0,136439,0,0,MISCELLANEOUS,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,96856,363461739,70880,241535,377974,,235512,73961,17008,829560,559,2022-01-01,2022-12-31,974401,,1262721
0,0,0,380,0,0,0,136594,0,0,MISCELLANEOUS,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,95069,363461739,77456,199527,336121,,253601,59369,20768,366995,500,2021-01-01,2021-12-31,503820,,799826
0,0,0,556,0,0,0,126906,0,0,MISCELLANEOUS,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,49436,363461739,40068,136544,263450,,122102,38240,2853,343670,377,2020-01-01,2020-12-31,421978,,622483
0,0,0,783,0,0,0,117349,0,0,MISCELLANEOUS,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,70065,363461739,91517,207445,324794,,180167,59453,18269,248740,495,2019-01-01,2019-12-31,399710,,628439
0,0,0,766,0,0,0,126099,0,0,MISCELLANEOUS,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,70567,363461739,95214,193791,319890,,175093,43231,18749,132015,411,2018-01-01,2018-12-31,270460,,502262
0,0,0,615,0,0,0,146332,0,0,MISCELLANEOUS,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,72102,363461739,59554,187856,334188,,182756,32782,19804,132869,445,2017-01-01,2017-12-31,225205,,483251
0,0,0,668,0,0,0,153904,0,0,MISCELLANEOUS,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,67534,363461739,44181,186442,340346,,181431,26486,21116,38664,829,2016-01-01,2016-12-31,109331,,378629
0,0,0,578,0,0,0,136219,0,0,MISCELLANEOUS,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,67881,363461739,88085,176657,312876,,165457,22798,9336,40832,319,2015-01-01,2015-12-31,151715,,386407
0,0,0,393,0,0,0,123902,0,0,MISCELLANEOUS,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COSLEY FOUNDATION INC,58339,363461739,66776,171923,295825,,147053,18613,7579,43501,538,2014-01-01,2014-12-31,128890,,342437
0,0,0,490,0,0,0,126780,0,0,MISCELLANEOUS,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,56370,363461739,68143,165019,291799,,146149,19482,,31656,398,2013-01-01,2013-12-31,119281,,336728
67118,1176614,0,142897,1109496,0,67118,-57801,0,26775,0,0,0,0,0,0,MUSIC SCHOOL,1772788,ORCHESTRA CONCERTS,847305,OTHER PROGRAM INCOME,127452,0,0,0,0,,26775,0,RHODE ISLAND PHILHARMONIC ORCHESTRA &,,050267451,299307,395513,337712,1556283,,,197393,2444294,,2022-07-01,2023-06-30,4299884,2747545,7226418
590076,1080392,0,108417,490316,0,590076,19339,0,22980,0,0,0,0,0,0,MUSIC SCHOOL,1496274,ORCHESTRA CONCERTS,857668,0,0,0,0,0,0,,22980,0,RHODE ISLAND PHILHARMONIC ORCHESTRA &,,050267451,126855,237600,256939,2916767,,,,2984271,,2021-07-01,2022-06-30,5901038,2353942,8995792
297311,1080392,0,91170,783081,0,297311,67469,0,7590,OTHER INCOME,8455,0,0,0,0,MUSIC SCHOOL,1069029,ORCHESTRA CONCERTS,517135,0,0,0,0,0,0,,7590,0,RHODE ISLAND PHILHARMONIC ORCHESTRA &,,050267451,689188,140185,207654,865791,,,329951,1785772,8455,2020-07-01,2021-06-30,3340751,1586164,5398910
214628,282435,0,113168,67807,0,214628,-38971,0,0,0,0,0,0,0,0,MUSIC SCHOOL,1472305,ORCHESTRA CONCERTS,1004392,0,0,0,0,0,0,0,0,0,RHODE ISLAND PHILHARMONIC ORCHESTRA &,,050267451,92004,38971,0,89280,,,197856,1870912,,2019-07-01,2020-06-30,1960192,2476697,4725714
307147,654393,0,102489,347246,0,307147,-123356,0,0,0,0,0,0,0,0,MUSIC SCHOOL,1585553,ORCHESTRA CONCERTS,1403181,0,0,0,0,0,0,0,0,0,RHODE ISLAND PHILHARMONIC ORCHESTRA &,,050267451,398474,180230,56874,107590,,,170462,1719176,,2018-07-01,2019-06-30,2225240,2988734,5500254
